Input Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return,Scope,Strategy_Mode,Cost_Regime
candle,0.022155222980295073,0.5687487585301009,0.10425534467518091,8.491393749866292e-05,0.05438919167709448,0.54872484820508,0.08641028303594822,0.0006118857696150468,all_assets,long_only,with_cost
ohlc,0.005241875248598212,0.5647790496069711,0.11516445455207454,8.080616889708643e-05,0.045365516591142074,0.5533581522329343,0.1174579666449091,0.0005068980884199674,all_assets,long_only,with_cost
candle,0.05278924249731036,0.5687487585301009,0.10425534467518091,0.00032793285577620187,0.08726964241577893,0.54872484820508,0.08641028303594822,0.0008646137997973133,all_assets,long_only,no_cost
ohlc,0.03344514289976492,0.5647790496069711,0.11516445455207454,0.0003103371220326358,0.07366648343885433,0.5533581522329343,0.1174579666449091,0.0007269730065212047,all_assets,long_only,no_cost
candle,-0.018843195637247696,0.5489982461600127,0.11887019695436607,-0.00013918034182799002,-0.026286020501348116,0.5169776503977267,0.25367666070099354,-0.0003304164765749922,all_assets,short_only,with_cost
ohlc,-0.04075446143235007,0.5469283789148798,0.08019485404858318,-0.00043988442887877785,-0.01809034085012627,0.5237070713826106,0.2103815881383974,-0.00018811902550015192,all_assets,short_only,with_cost
candle,0.00846990757381565,0.5489982461600127,0.11887019695436607,9.783152406690622e-05,-0.0036570815780408504,0.5169776503977267,0.25367666070099354,-0.00013292387606178292,all_assets,short_only,no_cost
ohlc,-0.010098485970950736,0.5469283789148798,0.08019485404858318,-0.00019455880068494614,0.004859287526482537,0.5237070713826106,0.2103815881383974,5.990104446452743e-06,all_assets,short_only,no_cost
candle,0.006608336132933486,0.6642001610332264,0.10841741856619393,4.282173137731741e-05,0.021458019318611445,0.5248787489059258,0.12556979635180093,0.00018841562374272722,all_assets,long_short,with_cost
ohlc,0.003467872309390971,0.6403645063409958,0.08453798352233372,9.640067783427479e-05,0.02006737249257597,0.5451569420416476,0.11033867713279646,0.00019782031118865094,all_assets,long_short,with_cost
candle,0.03510019175384722,0.6642001610332264,0.10841741856619393,0.0002632168425059952,0.050599596906668785,0.5248787489059258,0.12556979635180093,0.00041736547652402526,all_assets,long_short,no_cost
ohlc,0.030355271803632344,0.6403645063409958,0.08453798352233372,0.0003117758521518614,0.048350416225939566,0.5451569420416476,0.11033867713279646,0.00040921634803450834,all_assets,long_short,no_cost
candle,0.07539835772075071,0.5906540766392412,0.10115370015621696,0.0004238560793914764,0.04285577537762397,0.5692165697653171,0.08762518706112582,0.0003204060392216452,btc,long_only,with_cost
ohlc,0.007141576104519553,0.5773632772995245,0.09503015048471963,4.391506126242387e-06,0.07011289956366992,0.5802374883959818,0.05431984749067747,0.0005577834475478337,btc,long_only,with_cost
candle,0.12413744316574526,0.5906540766392412,0.10115370015621696,0.0006865997520589041,0.08592390293782363,0.5692165697653171,0.08762518706112582,0.0005930711011336858,btc,long_only,no_cost
ohlc,0.046881975234152655,0.5773632772995245,0.09503015048471963,0.00024171916277456707,0.11371400912741889,0.5802374883959818,0.05431984749067747,0.0008081252543352091,btc,long_only,no_cost
candle,-0.02745019630965129,0.563808990345918,0.09800209151415376,-0.00016869626995968357,-0.01448167038293563,0.5269140041229852,0.2690674372070461,-0.00010766194723635489,btc,short_only,with_cost
ohlc,-0.043533565721901736,0.5472323540522007,0.08462265525624105,-0.00018363684248869498,-0.02450628290465524,0.5172051498720774,0.3073718617624331,-0.0001398793525544815,btc,short_only,with_cost
candle,0.006587201288833371,0.563808990345918,0.09800209151415376,6.891293552172459e-05,0.01825789712943445,0.5269140041229852,0.2690674372070461,9.341469480053137e-05,btc,short_only,no_cost
ohlc,0.00576888722786136,0.5472323540522007,0.08462265525624105,3.668528615288782e-05,0.0002434636217613872,0.5172051498720774,0.3073718617624331,1.4440886772329686e-05,btc,short_only,no_cost
candle,0.030413167592213564,0.6878927908633854,0.09383946223765503,0.0001782205276351706,0.02596248178267439,0.5531478381271407,0.126974299363696,0.00021230602840130057,btc,long_short,with_cost
ohlc,0.003407047804561919,0.649668315594584,0.0797073144331336,1.4729116532327019e-05,0.024313252535758622,0.5215560462433901,0.09580887812362585,0.00020168237602946281,btc,long_short,with_cost
candle,0.07227752001454707,0.6878927908633854,0.09383946223765503,0.0004141995881956775,0.06562774851352798,0.5531478381271407,0.126974299363696,0.00046293020136310784,btc,long_short,no_cost
ohlc,0.04167265377279822,0.649668315594584,0.0797073144331336,0.0002326839281931292,0.06359256445415248,0.5215560462433901,0.09580887812362585,0.0004263913423049851,btc,long_short,no_cost
candle,0.024683142134209152,0.5694709852425787,0.12208570336977878,0.00019463123365683887,0.03238155705957512,0.5356362129114454,0.10012661353605894,0.0002674130391597012,eth,long_only,with_cost
ohlc,-0.002852705573828192,0.5611614686356969,0.1072718846067608,-3.244031011707424e-05,0.022138684340314227,0.5522057030746175,0.14141295888393499,0.00025298535845824573,eth,long_only,with_cost
candle,0.0654129837587974,0.5694709852425787,0.12208570336977878,0.0004440346725660165,0.06824998442287279,0.5356362129114454,0.10012661353605894,0.0005288404580780908,eth,long_only,no_cost
ohlc,0.033017862855107535,0.5611614686356969,0.1072718846067608,0.0002034902539302064,0.047974914504866864,0.5522057030746175,0.14141295888393499,0.00045593908926973715,eth,long_only,no_cost
candle,-0.03944577744903563,0.5571504775420206,0.061503448180507674,-0.00022756596452747936,-0.02913006865851367,0.5308989739232736,0.14741941719758067,-0.00018150882506136172,eth,short_only,with_cost
ohlc,-0.0497574646784223,0.5658354897318367,0.04022674371771088,-0.0003332296069226813,-0.021771020897313365,0.5434825285071209,0.09892761107472015,-0.00013875665138484298,eth,short_only,with_cost
candle,0.005943222240810895,0.5571504775420206,0.061503448180507674,5.3383643642693885e-05,0.008576175220650331,0.5308989739232736,0.14741941719758067,5.5298063219618374e-05,eth,short_only,no_cost
ohlc,-0.005879039589812153,0.5658354897318367,0.04022674371771088,-6.264826833061215e-05,0.013663561884449373,0.5434825285071209,0.09892761107472015,9.355892667845095e-05,eth,short_only,no_cost
candle,0.0009251915993952199,0.6887260187645382,0.10483726140733819,2.8699950637476945e-05,0.004961455787890808,0.5607705409340317,0.1189662505519119,4.443364431357716e-05,eth,long_short,with_cost
ohlc,-0.010392874744034733,0.629419338902637,0.0825307988044736,-6.29758520352536e-05,-0.0007456874198127619,0.5857934371894493,0.12134724194093069,1.8730332246360675e-05,eth,long_short,with_cost
candle,0.04113401050442967,0.6887260187645382,0.10483726140733819,0.00027390780018637115,0.03732911941674096,0.5607705409340317,0.1189662505519119,0.0002885097985514462,eth,long_short,no_cost
ohlc,0.02495541116925893,0.629419338902637,0.0825307988044736,0.0001464918323859789,0.026920651200530964,0.5857934371894493,0.12134724194093069,0.00022301768752279564,eth,long_short,no_cost
candle,0.009709880056817225,0.571995882223541,0.11470539321967084,0.00018439850081647619,0.042158017064063566,0.5421798064567546,0.10046066917863299,0.0005042673044703981,xrp,long_only,with_cost
ohlc,0.012482099605837462,0.5618197708039753,0.14534309466630013,0.0001659921913940053,0.015837252307284673,0.5392936838347621,0.14280849401053114,0.0002716162470032051,xrp,long_only,with_cost
candle,0.031102431131376816,0.571995882223541,0.11470539321967084,0.0004061604488434399,0.06710956462117354,0.5421798064567546,0.10046066917863299,0.0007311862642150118,xrp,long_only,no_cost
ohlc,0.03808541509495402,0.5618197708039753,0.14534309466630013,0.0003840654811973313,0.03527495687319784,0.5392936838347621,0.14280849401053114,0.0004835497789329907,xrp,long_only,no_cost
candle,0.01161656842436643,0.5673443012617034,0.14037037206572756,0.00013465345074176763,-0.04652402158766115,0.5055253900161197,0.16595727766984555,-0.0008524601985978481,xrp,short_only,with_cost
ohlc,-0.021959516303816998,0.5600480724162983,0.11770881968892907,-0.0005511018897786912,-0.020758008303325685,0.5200602941232879,0.1503208791016068,-0.00042650551466746363,xrp,short_only,with_cost
candle,0.03036235796205647,0.5673443012617034,0.14037037206572756,0.0003766857133995753,-0.03669579231581132,0.5055253900161197,0.16595727766984555,-0.0006440480362161399,xrp,short_only,no_cost
ohlc,-0.004772154176118077,0.5600480724162983,0.11770881968892907,-0.0002863584429213128,-0.007428793963552219,0.5200602941232879,0.1503208791016068,-0.00021096460962955266,xrp,short_only,no_cost
candle,0.008196030094040952,0.6782188696087084,0.11107097389509613,0.00013092651141919897,0.007823663919423431,0.47024535713584,0.12098367826827824,3.1848655236339725e-05,xrp,long_short,with_cost
ohlc,0.011394114138086003,0.6202502027983002,0.08838217214581089,0.00016747174878295928,0.008723126026825657,0.5311671038677904,0.09821948148944966,9.395339899125369e-05,xrp,long_short,with_cost
candle,0.027364130233754246,0.6782188696087084,0.11107097389509613,0.0003348095766283052,0.025850791709423827,0.47024535713584,0.12098367826827824,0.00023359373379906343,xrp,long_short,no_cost
ohlc,0.03311345850302672,0.6202502027983002,0.08838217214581089,0.0003684326040822013,0.023735906717254448,0.5311671038677904,0.09821948148944966,0.0002909696566729892,xrp,long_short,no_cost
candle,-0.021170487990596787,0.5428740900150426,0.07907658195505703,-0.0004632300638701397,0.10016141720711526,0.5478668036868031,0.05742866236797511,0.0013554566956084427,sol,long_only,with_cost
ohlc,0.004196530857864029,0.558771681688688,0.1130126884505176,0.0001852812881851723,0.07337323015329948,0.5416957336263757,0.1312905661944928,0.000945207300670585,sol,long_only,with_cost
candle,-0.00949588806667805,0.5428740900150426,0.07907658195505703,-0.000225063450363553,0.12779511768124574,0.5478668036868031,0.05742866236797511,0.0016053573757624645,sol,long_only,no_cost
ohlc,0.015795318414845466,0.558771681688688,0.1130126884505176,0.00041207359022843833,0.09770205324993375,0.5416957336263757,0.1312905661944928,0.001160277903546882,sol,long_only,no_cost
candle,-0.020093377214670295,0.5076892154904088,0.17560487605707525,-0.0002951125835665648,-0.015008321376282014,0.5045722335285281,0.4322625107295019,-0.00018003493540440403,sol,short_only,with_cost
ohlc,-0.047767299025259245,0.5145975994591833,0.07822119753145167,-0.0006915693763250438,-0.00532605129521079,0.5140803130279566,0.2849060006148296,-4.73345833938196e-05,sol,short_only,with_cost
candle,-0.009013151196438134,0.5076892154904088,0.17560487605707525,-0.00010765619629636886,-0.0047666063464368615,0.5045722335285281,0.4322625107295019,-3.636022605114157e-05,sol,short_only,no_cost
ohlc,-0.03551163734573407,0.5145975994591833,0.07822119753145167,-0.0004659137776407474,0.012958918563271606,0.5140803130279566,0.2849060006148296,0.00012692521396458298,sol,short_only,no_cost
candle,-0.01310104475391579,0.601962964896274,0.12392197672468636,-0.00016656006418257687,0.047084475784457146,0.5153512594266907,0.13535495722331756,0.0004650741670196915,sol,long_short,with_cost
ohlc,0.009463202038950694,0.6621201680684619,0.08753164870591676,0.0002663776980570665,0.04797879882753237,0.5421111808659603,0.12597910697717968,0.0004769151374875266,sol,long_short,with_cost
candle,-0.0003748937373421403,0.601962964896274,0.12392197672468636,2.9950405013626792e-05,0.07359072798698237,0.5153512594266907,0.13535495722331756,0.0006844281723824836,sol,long_short,no_cost
ohlc,0.021679563769445506,0.6621201680684619,0.08753164870591676,0.0004994950439461364,0.07915254253182037,0.5421111808659603,0.12597910697717968,0.0006964867056372634,sol,long_short,no_cost
